# 28.656375    37.6957777777778    2458364.737372235
6.262349920679213028e+03 1.770013559197142788e-07 7.014617065024652023e-09
6.262597500638724341e+03 1.596557074946158696e-07 6.743717516429143671e-09
6.262845082154216470e+03 1.747227287752108415e-07 7.035803223689666331e-09
6.263092665224578013e+03 1.742358291698064297e-07 6.941374622097060733e-09
6.263340249848695748e+03 1.633492637872627194e-07 6.804831485371958162e-09
6.263587836025457364e+03 1.701247187288422107e-07 6.948909421918621077e-09
6.263835423753747818e+03 1.681587556965043153e-07 6.874423622464753300e-09
6.264083013032453891e+03 1.751250423095426005e-07 6.965931758792895060e-09
6.264330603860456904e+03 1.666955579427301807e-07 6.844106139916421697e-09
6.264578196236642725e+03 1.625853610334226320e-07 6.769341315910302627e-09
6.264825790159890857e+03 1.703276484004064852e-07 6.872905480593606031e-09
6.265073385629086260e+03 1.603534749136850224e-07 6.759254117742583526e-09
6.265320982643106618e+03 1.760353229173867936e-07 7.118940043596841037e-09
6.265568581200833250e+03 1.738790755930284911e-07 7.149559778538510950e-09
6.265816181301144752e+03 1.579830656386433242e-07 6.907294394301772578e-09
6.266063782942916987e+03 1.724160247639879391e-07 7.010431301416839369e-09
6.266311386125028548e+03 1.633319619645807259e-07 6.815661708242142746e-09
6.266558990846355300e+03 1.730845433577240110e-07 6.955560477792534104e-09
6.266806597105773108e+03 1.804220230336442048e-07 7.032264315035479599e-09
6.267054204902154197e+03 1.635490603488059543e-07 6.737001662031842359e-09
6.267301814234373524e+03 1.663025438778368491e-07 6.792915979354993541e-09
6.267549425101303314e+03 1.752021168654860961e-07 6.970150176566969614e-09
6.267797037501813975e+03 1.723712677046840489e-07 6.909934258511201347e-09
6.268044651434777734e+03 1.706536796880245749e-07 6.902191052578360898e-09
6.268292266899063179e+03 1.735665427401430419e-07 6.926862878018872873e-09
6.268539883893539809e+03 1.729437224172727695e-07 6.973449366299569098e-09
6.268787502417075302e+03 1.629765518286526003e-07 6.800955299934382042e-09
6.269035122468536429e+03 1.677073954803533218e-07 6.891976611157039987e-09
6.269282744046789048e+03 1.647240903742103901e-07 6.806987874146879033e-09
6.269530367150699931e+03 1.714856822867871338e-07 6.899639179876645901e-09
6.269777991779132208e+03 1.813671931990555987e-07 7.038169550766253969e-09
6.270025617930949920e+03 1.787776939736483447e-07 7.044226778249681595e-09
6.270273245605013472e+03 1.704522839495010549e-07 6.862300713307782184e-09
6.270520874800187812e+03 1.801390365055749551e-07 6.999168289035693075e-09
6.270768505515332436e+03 1.719683381280113253e-07 6.899959430817478992e-09
6.271016137749305017e+03 1.581689188767552924e-07 6.622797464898030654e-09
6.271263771500967778e+03 1.668555659279877298e-07 6.829628166969299608e-09
6.271511406769176574e+03 1.613771013379283459e-07 6.691764712266746764e-09
6.271759043552789990e+03 1.621450167976913248e-07 6.725252372725893188e-09
6.272006681850662972e+03 1.700506471832337225e-07 6.827507157658045609e-09
6.272254321661652284e+03 1.726817487954172970e-07 6.935865308660439677e-09
6.272501962984611055e+03 1.844395965770919572e-07 7.091727716173475361e-09
6.272749605818393320e+03 1.719946290642098124e-07 6.943903492921792191e-09
6.272997250161850388e+03 1.681250278839612250e-07 6.817155006824096661e-09
6.273244896013837206e+03 1.710827533517396972e-07 6.853267670672005680e-09
6.273492543373202352e+03 1.815946350392001871e-07 7.039920264281953116e-09
6.273740192238795316e+03 1.625046549985503337e-07 6.734735141366078557e-09
6.273987842609467407e+03 1.600131512972720726e-07 6.673832687661406231e-09
6.274235494484064475e+03 1.671591389694034985e-07 6.835646078825051955e-09
6.274483147861435100e+03 1.582429155399042589e-07 6.696136028171625508e-09
6.274730802740425133e+03 1.804008979526074502e-07 7.040696341593054039e-09
6.274978459119880426e+03 1.606841371004284668e-07 6.689767265350980867e-09
6.275226116998645011e+03 1.651001137600300663e-07 6.767356275777750096e-09
6.275473776375562920e+03 1.852377715781961220e-07 7.120851207786348965e-09
6.275721437249477276e+03 1.628207935613064891e-07 6.767451138349703070e-09
6.275969099619228473e+03 1.624518194347424226e-07 6.824497142081492722e-09
6.276216763483658724e+03 1.784571781753316428e-07 7.043497770243950575e-09
