# 28.656375    37.6957777777778    2458366.6840494564
3.787277230246787440e+03 9.793710591054238823e-08 2.359779494356222925e-09
3.788144755516562782e+03 9.867213294166090133e-08 2.348573625224985894e-09
3.789012312340239077e+03 9.982309034978137096e-08 2.361676953006950333e-09
3.789879900656850168e+03 9.542561073158983267e-08 2.328358550797556343e-09
3.790747520405540854e+03 1.009401322007687437e-07 2.383606727723432189e-09
3.791615171525567803e+03 9.458327320117882671e-08 2.335967861928821541e-09
3.792482853956299550e+03 9.316904448455559297e-08 2.291942800116892522e-09
3.793350567637216045e+03 9.541290051475312209e-08 2.302513916787972308e-09
3.794218312507908649e+03 9.250640275914354842e-08 2.266770030643346287e-09
3.795086088508079229e+03 8.689001990233519430e-08 2.207280644741517361e-09
3.795953895577541516e+03 9.109646648075732593e-08 2.250070755127549616e-09
3.796821733656219749e+03 8.628541062832243578e-08 2.204491020406327349e-09
3.797689602684148667e+03 8.178723192756953530e-08 2.161135765221786043e-09
3.798557502601473516e+03 8.965529455824341551e-08 2.222098033323663526e-09
3.799425433348451406e+03 8.869624713916805413e-08 2.211364164768605267e-09
3.800293394865448136e+03 9.166621802500669404e-08 2.250615512834868195e-09
3.801161387092940458e+03 8.800205959742198437e-08 2.236942758754128088e-09
3.802029409971515179e+03 8.731429455981837310e-08 2.223911487707406320e-09
3.802897463441868240e+03 9.213179943865898040e-08 2.252279999608324605e-09
3.803765547444805634e+03 9.537144968371906746e-08 2.297382173914137730e-09
3.804633661921244311e+03 9.360252412224514650e-08 2.282964422462157259e-09
3.805501806812209452e+03 9.273542480209825214e-08 2.272260192895594939e-09
3.806369982058834466e+03 9.837291630983611877e-08 2.316727075490746839e-09
3.807238187602364633e+03 9.453335752240111309e-08 2.288888398371584380e-09
3.808106423384152549e+03 9.494791018732096772e-08 2.280002876766230032e-09
3.808974689345659499e+03 9.806592935191417793e-08 2.332216712858347073e-09
3.809842985428456814e+03 1.005097955152929721e-07 2.349934946842469102e-09
3.810711311574223146e+03 9.928215329208689856e-08 2.323449756901180463e-09
3.811579667724746741e+03 1.013484804878602821e-07 2.333742306315529929e-09
3.812448053821922713e+03 1.011452416589506420e-07 2.342506026789099418e-09
3.813316469807756675e+03 9.957347404330111824e-08 2.309720459955854760e-09
3.814184915624359292e+03 1.008219534107678231e-07 2.343766994377253371e-09
3.815053391213951727e+03 9.970655207425856804e-08 2.342736729176085334e-09
3.815921896518862468e+03 1.041072503167860481e-07 2.348660968235887638e-09
3.816790431481525957e+03 9.928578319712775446e-08 2.333094138548876732e-09
3.817658996044486230e+03 9.905262901802128553e-08 2.340093582952322331e-09
3.818527590150393280e+03 9.797657657610402115e-08 2.316998019541538900e-09
3.819396213742004875e+03 1.029341448490763150e-07 2.351490662226714537e-09
3.820264866762186102e+03 1.053960275961154425e-07 2.346709918941794574e-09
3.821133549153908007e+03 9.503883368517606628e-08 2.246360907999017638e-09
3.822002260860249407e+03 1.007620586193752779e-07 2.319826668940501674e-09
3.822871001824395080e+03 9.707310568236276304e-08 2.285991000383607274e-09
3.823739771989637120e+03 9.427189847782553881e-08 2.268837348802977607e-09
3.824608571299373580e+03 9.437078085092859850e-08 2.239312504302358856e-09
3.825477399697108012e+03 1.000346020298859637e-07 2.278111976481926652e-09
3.826346257126450837e+03 9.523294425290820765e-08 2.226750065943429441e-09
3.827215143531118429e+03 9.174187523092508205e-08 2.200377813549280810e-09
3.828084058854933119e+03 9.671335148664574976e-08 2.258069625887836241e-09
3.828953003041820921e+03 8.695179785333274303e-08 2.192466739000079605e-09
3.829821976035817443e+03 8.774944358243848203e-08 2.210159347356116467e-09
3.830690977781059246e+03 8.882371002386125762e-08 2.216890574989628769e-09
3.831560008221791122e+03 8.561348596500629273e-08 2.186864866963632987e-09
3.832429067302361545e+03 7.927617776985797032e-08 2.120618869787032627e-09
3.833298154967224036e+03 8.083931731703860741e-08 2.129174837804374022e-09
3.834167271160937617e+03 7.950351722907356553e-08 2.081678340588887497e-09
3.835036415828165445e+03 7.646245318145530442e-08 2.053676285538184158e-09
3.835905588913674819e+03 7.328390967872540662e-08 2.033629065800674033e-09
3.836774790362338081e+03 8.105625901732989162e-08 2.109218513277937334e-09
3.837644020119132165e+03 7.898648464848278514e-08 2.088370152506320801e-09
3.838513278129137234e+03 8.503810910203818981e-08 2.104732312638836623e-09
3.839382564337537588e+03 8.686692532353798408e-08 2.132002811661928672e-09
3.840251878689621208e+03 8.588868517099549540e-08 2.134073672678273786e-09
3.841121221130780668e+03 8.981869891620473631e-08 2.164080563764054202e-09
3.841990591606510861e+03 9.020083819045695579e-08 2.208271942617792365e-09
3.842859990062411271e+03 9.129258132164297178e-08 2.212833220483331528e-09
3.843729416444182789e+03 9.187685183322739373e-08 2.197801560050840920e-09
3.844598870697631810e+03 9.417992982496073190e-08 2.244019711169338106e-09
3.845468352768666136e+03 1.005055691239245979e-07 2.294559193661160012e-09
3.846337862603296344e+03 1.038856372517869771e-07 2.309517545786500104e-09
3.847207400147636690e+03 1.004439445456160923e-07 2.280459076281665815e-09
3.848076965347902842e+03 1.029072691279819329e-07 2.282037798514445071e-09
3.848946558150413694e+03 1.040266407865310250e-07 2.291006206228709676e-09
3.849816178501590002e+03 1.066844169968986235e-07 2.321038384954631855e-09
3.850685826347954844e+03 1.071557263675426526e-07 2.339954985020933612e-09
3.851555501636133158e+03 1.091790259840993679e-07 2.355923481238784094e-09
3.852425204312851292e+03 1.070906146967852424e-07 2.319226865807866004e-09
3.853294934324938822e+03 1.111077377990495931e-07 2.348616607967314174e-09
3.854164691619324458e+03 1.090168941589885229e-07 2.326676729588736331e-09
3.855034476143040138e+03 1.094144006138065393e-07 2.331409305013997573e-09
3.855904287843218754e+03 1.078110354717274909e-07 2.321589740977725957e-09
3.856774126667093697e+03 1.117505552772787959e-07 2.366500856380939393e-09
3.857643992562000676e+03 1.115410278142873795e-07 2.347833571072457168e-09
3.858513885475374536e+03 1.088301399353909811e-07 2.329682692807905072e-09
